Temperature_K	Magnetism_One_K	Magnetism_Two_K	Magnetism_Three_K	Susceptibility_One_K	Susceptibility_Two_K	Susceptibility_Three_K	Energy_K	Heat_Capacity_K	Heat_Capacity_Over_Temp_K	Entropy_K	Prob1	Prob_neg1	Prob0
6.328	-0.000418667	-0.00110981	0.00152847	0.000311689	0.00032158	0.000291964	-162.296	20.2238	3.19592	1.09109	0.337829	0.337829	0.324342
6.327	-0.00106497	-0.00109021	0.00215519	0.000328908	0.000295301	0.000325966	-158.5	21.4835	3.39553	1.09108	0.337856	0.337856	0.324288
6.326	-0.00126547	0.00345298	-0.00218751	0.000318172	0.000303127	0.000326641	-164.509	20.8059	3.28895	1.09108	0.337773	0.337773	0.324454
6.325	0.00187782	-0.0043175	0.00243968	0.00034023	0.000344553	0.000312547	-154.535	22.0552	3.48699	1.09108	0.338102	0.338102	0.323796
6.324	-0.00329586	0.00106058	0.00223528	0.000322204	0.000347729	0.000348261	-158.779	19.8785	3.14335	1.09107	0.337618	0.337618	0.324764
6.323	0.0011374	-0.00383488	0.00269748	0.000347817	0.000332771	0.000332836	-163.912	20.5561	3.25101	1.09107	0.337766	0.337766	0.324468
6.322	0.00170663	-0.00470111	0.00299449	0.000340892	0.00031712	0.000318095	-163.699	22.0299	3.48465	1.09106	0.338224	0.338224	0.323551
6.321	0.00467673	-0.00589669	0.00121996	0.000308236	0.00031201	0.00034819	-159.746	24.4294	3.8648	1.09106	0.337195	0.337195	0.32561
6.32	-0.000272963	0.00069657	-0.000423607	0.000302471	0.000326841	0.000334638	-160.143	25.3562	4.01206	1.09106	0.337394	0.337394	0.325212
6.319	0.00128799	-0.00487538	0.00358739	0.000333308	0.000331628	0.000298618	-161.672	21.811	3.45166	1.09105	0.338349	0.338349	0.323302
6.318	0.00135918	-7.45926e-005	-0.00128459	0.000315348	0.000324349	0.000340927	-163.725	21.3827	3.38442	1.09105	0.338564	0.338564	0.322872
6.317	-0.00656821	0.0033308	0.00323741	0.000303851	0.000335629	0.000337811	-161.901	20.3256	3.2176	1.09104	0.338062	0.338062	0.323877
6.316	-0.00231565	0.00124049	0.00107516	0.00030084	0.000319855	0.000337304	-167.744	21.5876	3.41792	1.09104	0.338355	0.338355	0.323291
6.315	-0.00294812	0.00342799	-0.000479867	0.000295252	0.00030543	0.000299218	-156.041	23.979	3.79715	1.09104	0.337931	0.337931	0.324138
6.314	0.00151547	-0.00729112	0.00577565	0.000286924	0.00033303	0.00036133	-161.5	21.3318	3.37849	1.09103	0.337516	0.337516	0.324968
6.313	-0.000377978	-0.00299409	0.00337207	0.000317488	0.000331559	0.000305368	-162.149	20.1231	3.18756	1.09103	0.337571	0.337571	0.324858
6.312	0.00334171	-0.00157426	-0.00176745	0.000301827	0.000346312	0.000324981	-167.567	21.1223	3.34637	1.09103	0.338413	0.338413	0.323173
6.311	-0.00171091	0.00146504	0.000245867	0.000329416	0.000339869	0.000342456	-160.07	22.6019	3.58135	1.09102	0.337806	0.337806	0.324389
6.31	0.00408917	0.00210152	-0.00619069	0.000347106	0.000337023	0.000343282	-160.356	20.419	3.23598	1.09102	0.337861	0.337861	0.324278
6.309	-0.00168862	-0.00104011	0.00272874	0.000306855	0.000308411	0.000312727	-159.699	23.6037	3.74127	1.09101	0.337936	0.337936	0.324128
6.308	0.00105375	0.0020967	-0.00315045	0.000339072	0.000316193	0.000340424	-158.274	22.0023	3.488	1.09101	0.337836	0.337836	0.324327
6.307	-0.00139506	0.00434663	-0.00295157	0.000320728	0.000314409	0.000324522	-162.97	21.7559	3.44948	1.09101	0.337736	0.337736	0.324528
6.306	0.00165019	-0.000108489	-0.0015417	0.000371036	0.000408929	0.000317389	-163.173	22.111	3.50634	1.091	0.338183	0.338183	0.323633
6.305	-0.000590967	-0.00161953	0.0022105	0.000297791	0.000300598	0.00032269	-159.163	23.09	3.66218	1.091	0.337684	0.337684	0.324632
6.304	-0.00149416	-0.00335318	0.00484734	0.000317138	0.000341841	0.000342773	-159.319	19.9021	3.15706	1.09099	0.33763	0.33763	0.324739
6.303	-0.00149674	4.18889e-005	0.00145485	0.00029487	0.000315633	0.000268461	-157.881	23.1982	3.68051	1.09099	0.33769	0.33769	0.324621
6.302	0.000797474	-0.00447199	0.00367452	0.000298442	0.000297135	0.000307468	-160.538	21.4438	3.4027	1.09099	0.338207	0.338207	0.323587
6.301	-0.000878919	0.000897074	-1.81556e-005	0.000358719	0.000354385	0.000287685	-162.551	21.2463	3.3719	1.09098	0.337734	0.337734	0.324533
6.3	-0.00491233	0.0016755	0.00323683	0.000322487	0.000322961	0.000321871	-165.693	20.8291	3.30621	1.09098	0.337717	0.337717	0.324566
6.299	-0.00333299	0.000369726	0.00296327	0.000336988	0.000335058	0.000331883	-160.039	21.6352	3.4347	1.09098	0.337918	0.337918	0.324164
6.298	-0.00266486	-0.000178304	0.00284316	0.000323535	0.000283305	0.000328898	-164.374	23.723	3.76675	1.09097	0.337755	0.337755	0.32449
6.297	0.00100568	-0.00127021	0.000264533	0.000349703	0.000315548	0.000333966	-166.525	21.1366	3.35661	1.09097	0.337794	0.337794	0.324412
6.296	-0.00203826	0.00109114	0.000947111	0.000291199	0.00033588	0.000320699	-161.252	22.0225	3.49786	1.09096	0.337912	0.337912	0.324176
6.295	-0.00455519	0.00238338	0.00217181	0.000323707	0.000316074	0.00030812	-159.155	22.2173	3.52936	1.09096	0.338214	0.338214	0.323572
6.294	0.00329506	0.000616	-0.00391106	0.000298955	0.000306717	0.000324929	-162.233	22.03	3.50016	1.09096	0.337759	0.337759	0.324481
6.293	0.000261493	-0.00384469	0.00358319	0.000325237	0.000353767	0.000311391	-162.729	21.9123	3.48201	1.09095	0.33832	0.33832	0.32336
6.292	0.00140504	-0.00223947	0.000834426	0.000370181	0.000366845	0.000347192	-163.725	21.5889	3.43117	1.09095	0.337702	0.337702	0.324597
6.291	0.000237993	0.000172196	-0.000410189	0.000321606	0.00031651	0.000312747	-160.519	20.3049	3.22761	1.09094	0.338394	0.338394	0.323213
6.29	-0.00212209	0.00258771	-0.000465619	0.000325421	0.000302758	0.000334718	-159.543	23.4027	3.72061	1.09094	0.337684	0.337684	0.324631
6.289	-0.000300752	0.00108032	-0.00077957	0.000328427	0.000305254	0.00032637	-160.439	21.8486	3.4741	1.09094	0.338075	0.338075	0.323851
6.288	0.00284699	-0.00211995	-0.000727037	0.000321087	0.000356905	0.000303436	-158.026	21.3419	3.39406	1.09093	0.338004	0.338004	0.323991
6.287	0.00270399	-0.00702741	0.00432342	0.000337957	0.000350293	0.000320368	-165.496	22.178	3.5276	1.09093	0.337678	0.337678	0.324644
6.286	0.00300014	0.00157415	-0.00457429	0.000324069	0.000330725	0.000358499	-164.974	22.5441	3.5864	1.09093	0.337858	0.337858	0.324284
6.285	0.00290184	-0.00249377	-0.000408074	0.000300093	0.000297644	0.000306935	-159.612	21.5059	3.42179	1.09092	0.338023	0.338023	0.323954
6.284	-0.00112911	0.00171404	-0.000584926	0.000319846	0.000321372	0.000333614	-160.228	21.2128	3.37569	1.09092	0.337827	0.337827	0.324346
6.283	0.00450223	-0.000748452	-0.00375378	0.000326643	0.00030328	0.000328613	-163.735	22.7382	3.61901	1.09091	0.33756	0.33756	0.324879
6.282	-0.00302076	-0.000276656	0.00329741	0.000317387	0.000316614	0.000362054	-161.48	19.4164	3.0908	1.09091	0.338389	0.338389	0.323222
6.281	-0.00343357	0.00165614	0.00177744	0.000324012	0.000320221	0.00032835	-161.294	21.4348	3.41264	1.09091	0.337948	0.337948	0.324103
6.28	-0.0018231	0.00323781	-0.0014147	0.000301496	0.00033295	0.000328688	-167.175	20.3782	3.24494	1.0909	0.33767	0.33767	0.32466
6.279	0.00318163	-0.00363988	0.000458248	0.000331988	0.000334955	0.000332414	-160.543	22.4126	3.56946	1.0909	0.33804	0.33804	0.323919
6.278	0.00360114	-0.0003547	-0.00324644	0.000321085	0.00034039	0.000333443	-162.612	22.2219	3.53965	1.09089	0.338129	0.338129	0.323741
6.277	-0.0023248	0.000891581	0.00143322	0.000326588	0.000347444	0.000311242	-167.187	22.4569	3.57765	1.09089	0.338302	0.338302	0.323397
6.276	0.00481481	0.00170332	-0.00651813	0.00029833	0.000298752	0.00032593	-161.658	20.1305	3.20754	1.09089	0.338665	0.338665	0.32267
6.275	-0.00324466	0.0024983	0.000746359	0.000279791	0.000308293	0.000293207	-161.108	23.585	3.75857	1.09088	0.338068	0.338068	0.323865
6.274	-0.00238041	0.000730244	0.00165017	0.0003198	0.000308126	0.000334103	-161.921	21.0639	3.35733	1.09088	0.337891	0.337891	0.324217
6.273	-0.000440456	-0.00156281	0.00200327	0.000312567	0.000334463	0.000337783	-158.713	23.6017	3.76243	1.09088	0.337682	0.337682	0.324635
6.272	0.00513522	-0.00644496	0.00130974	0.000351902	0.000342715	0.000319757	-161.403	21.4276	3.41639	1.09087	0.33821	0.33821	0.32358
6.271	0.00302837	-0.000429533	-0.00259884	0.00030122	0.000308069	0.000320524	-165.675	21.4848	3.42606	1.09087	0.337841	0.337841	0.324318
6.27	-0.00165	-0.00156705	0.00321705	0.000315006	0.000320573	0.000316205	-162.384	23.3972	3.73161	1.09086	0.33847	0.33847	0.32306
6.269	0.00266074	-0.00364439	0.000983644	0.000334598	0.00030384	0.000327579	-159.629	23.5721	3.7601	1.09086	0.337824	0.337824	0.324352
6.268	0.00466262	-0.00575872	0.0010961	0.00033088	0.000332445	0.00030232	-162.234	24.2321	3.866	1.09086	0.337892	0.337892	0.324217
6.267	0.0040428	-0.00162456	-0.00241825	0.000308759	0.00028678	0.000309136	-166.032	20.8688	3.32995	1.09085	0.337889	0.337889	0.324223
6.266	-0.00523103	0.00583157	-0.000600541	0.000318836	0.000326842	0.000339451	-166.033	23.7576	3.79151	1.09085	0.33823	0.33823	0.32354
6.265	0.00369243	0.000448211	-0.00414064	0.000326229	0.000330901	0.000319099	-162.985	20.6485	3.29586	1.09084	0.337698	0.337698	0.324605
6.264	-0.00341891	0.00320206	0.000216848	0.000303666	0.000325677	0.000332102	-160.301	23.4764	3.74782	1.09084	0.338631	0.338631	0.322738
6.263	-0.00227594	0.00106121	0.00121474	0.000318241	0.000313007	0.000351923	-161.565	20.1457	3.21662	1.09084	0.338311	0.338311	0.323378
6.262	0.00181474	0.00264892	-0.00446366	0.000328271	0.000317295	0.000341738	-166.992	19.2334	3.07145	1.09083	0.337895	0.337895	0.324209
6.261	0.00260214	-0.00199629	-0.000605848	0.000298932	0.000328286	0.000313247	-164.228	20.8443	3.32923	1.09083	0.337433	0.337433	0.325134
6.26	-0.00103908	0.001217	-0.000177919	0.000318581	0.000308826	0.000326282	-166.534	20.8541	3.33132	1.09082	0.33818	0.33818	0.32364
6.259	-0.000917822	-0.000722696	0.00164052	0.00035343	0.000340154	0.000330415	-160.845	22.4559	3.58777	1.09082	0.337425	0.337425	0.32515
6.258	0.00105945	0.00257458	-0.00363403	0.000333309	0.000320121	0.000344882	-166.328	21.5501	3.4436	1.09082	0.338182	0.338182	0.323636
6.257	-0.0011835	-0.000411044	0.00159454	0.000352754	0.000303451	0.000342211	-168.731	23.0672	3.68662	1.09081	0.337595	0.337595	0.32481
6.256	-0.0028576	0.00581543	-0.00295783	0.000309085	0.000323859	0.000346689	-158.677	20.1495	3.22083	1.09081	0.337999	0.337999	0.324002
6.255	-0.000529196	0.00424106	-0.00371187	0.00031817	0.000329199	0.000327498	-165.293	23.1209	3.69638	1.09081	0.337811	0.337811	0.324378
6.254	0.00119278	0.00125729	-0.00245007	0.000334514	0.000348296	0.000328717	-163.252	23.482	3.75471	1.0908	0.338021	0.338021	0.323958
6.253	0.000863174	-0.000418096	-0.000445078	0.000331243	0.000301033	0.000310666	-163.99	24.0195	3.84128	1.0908	0.337722	0.337722	0.324555
6.252	-0.000605667	0.00196017	-0.0013545	0.000344852	0.000320363	0.000345697	-162.176	20.4853	3.2766	1.09079	0.338192	0.338192	0.323616
6.251	0.000875207	0.00182921	-0.00270442	0.000306718	0.000322528	0.000334437	-161.532	22.388	3.58151	1.09079	0.33827	0.33827	0.32346
6.25	-0.00152945	0.00124985	0.0002796	0.00030611	0.000329535	0.000317672	-165.663	20.6163	3.29862	1.09079	0.33788	0.33788	0.32424
6.249	0.000958004	0.00349447	-0.00445247	0.000345102	0.000331463	0.000323588	-165.424	23.2474	3.72018	1.09078	0.33824	0.33824	0.32352
6.248	0.000677915	-0.000962256	0.000284341	0.000344584	0.00034373	0.000362118	-164.808	22.0288	3.52574	1.09078	0.337959	0.337959	0.324082
6.247	-0.00231584	-0.00119508	0.00351092	0.000311119	0.000299611	0.000314521	-161.583	20.7569	3.32271	1.09077	0.338409	0.338409	0.323181
6.246	-0.00158577	0.000175644	0.00141012	0.000361194	0.000330933	0.000306128	-165.625	20.6114	3.29994	1.09077	0.337822	0.337822	0.324356
6.245	-0.000301278	0.00473555	-0.00443427	0.000318098	0.000307087	0.00037814	-163.234	22.3015	3.5711	1.09077	0.337925	0.337925	0.32415
6.244	0.00127496	-0.000601759	-0.0006732	0.000323967	0.000297792	0.000299456	-163.575	20.213	3.23719	1.09076	0.337627	0.337627	0.324746
6.243	0.003445	-0.0027959	-0.000649096	0.000323215	0.000321884	0.000340331	-164.368	22.2501	3.56401	1.09076	0.338196	0.338196	0.323607
6.242	-0.00133591	-0.000404359	0.00174027	0.000349838	0.000372579	0.000334382	-162.527	20.7501	3.32427	1.09075	0.338463	0.338463	0.323075
6.241	-0.000897093	-0.000904267	0.00180136	0.000323611	0.000329724	0.00033924	-164.716	22.06	3.53469	1.09075	0.337787	0.337787	0.324426
6.24	0.00183652	0.00341699	-0.0052535	0.000322731	0.000331818	0.00033963	-161.824	20.0628	3.21519	1.09075	0.337833	0.337833	0.324335
6.239	-0.000740963	-0.00268718	0.00342814	0.00033901	0.000375371	0.000346834	-162.71	22.3456	3.58161	1.09074	0.337785	0.337785	0.324431
6.238	-0.00307116	-0.000166556	0.00323771	0.000312298	0.000297817	0.000308393	-163.552	20.6316	3.30741	1.09074	0.338051	0.338051	0.323898
6.237	-0.0022856	0.00117749	0.00110812	0.000351899	0.000335998	0.000317384	-160.991	24.4923	3.92693	1.09074	0.338112	0.338112	0.323777
6.236	-0.000156963	0.0020709	-0.00191394	0.000330297	0.000330433	0.000303562	-163.192	22.3532	3.58455	1.09073	0.338427	0.338427	0.323145
6.235	-0.0017148	0.000475956	0.00123885	0.000320547	0.000320503	0.000310709	-163.176	21.0895	3.38244	1.09073	0.337705	0.337705	0.324591
6.234	-0.00159455	0.00171298	-0.000118426	0.0003253	0.000327698	0.000309693	-165.266	22.4659	3.60377	1.09072	0.338072	0.338072	0.323857
6.233	-0.000745956	-0.000152256	0.000898211	0.000326114	0.000319967	0.000323551	-160.28	20.6668	3.31571	1.09072	0.337672	0.337672	0.324655
6.232	0.000463411	0.00263516	-0.00309857	0.000349079	0.000315028	0.000304879	-163.918	22.8515	3.6668	1.09072	0.337478	0.337478	0.325044
6.231	0.0024124	0.00134035	-0.00375274	0.000353283	0.000334814	0.000363688	-161.111	23.4951	3.77069	1.09071	0.337999	0.337999	0.324001
6.23	0.000188715	-0.000488941	0.000300226	0.000305847	0.000343039	0.000338893	-161.32	21.8504	3.50729	1.09071	0.337862	0.337862	0.324276
6.229	0.000312856	0.00164491	-0.00195777	0.00034185	0.000318038	0.000334042	-160.207	21.6091	3.46911	1.0907	0.33806	0.33806	0.323879
6.228	-0.00164836	0.000300237	0.00134812	0.000293972	0.000317758	0.000332241	-163.001	22.1128	3.55055	1.0907	0.338104	0.338104	0.323793
6.227	0.00247971	-0.00219759	-0.000282122	0.000320234	0.000367764	0.000330937	-162.938	23.4043	3.75852	1.0907	0.338209	0.338209	0.323581
6.226	0.00391801	-0.00498016	0.00106215	0.000317619	0.000314129	0.000328845	-163.463	23.1066	3.7113	1.09069	0.338014	0.338014	0.323972
6.225	-0.00559634	0.000930437	0.0046659	0.00035516	0.000344532	0.000330007	-165.374	21.7698	3.49716	1.09069	0.337495	0.337495	0.325009
6.224	0.00232311	-0.00137903	-0.000944081	0.000330504	0.000333817	0.000309844	-160.174	20.7648	3.33624	1.09068	0.338311	0.338311	0.323377
6.223	0.000178348	0.0029008	-0.00307915	0.000350802	0.000327744	0.00031924	-164.433	23.1977	3.72774	1.09068	0.337873	0.337873	0.324254
6.222	0.00179542	-0.00366763	0.00187221	0.000330796	0.000300938	0.000339285	-161.835	19.0845	3.06726	1.09068	0.337769	0.337769	0.324462
6.221	-0.00226501	0.00502274	-0.00275773	0.000345647	0.000337297	0.000353449	-161.933	22.4451	3.60796	1.09067	0.337888	0.337888	0.324224
6.22	0.000695822	-0.00128071	0.000584893	0.00033755	0.000347079	0.000361691	-165.232	21.3923	3.43928	1.09067	0.338075	0.338075	0.32385
6.219	3.85556e-006	0.00135388	-0.00135774	0.000287225	0.000337579	0.000358594	-163.052	21.4978	3.45679	1.09066	0.338544	0.338544	0.322912
6.218	-0.00102546	0.00388645	-0.00286099	0.000322784	0.000310242	0.000348404	-164.305	22.4043	3.60314	1.09066	0.337923	0.337923	0.324154
6.217	0.000758293	-0.00183156	0.00107327	0.000334125	0.000322215	0.000294106	-164.943	22.8393	3.67368	1.09066	0.33806	0.33806	0.32388
6.216	0.00454784	-0.00456547	1.76296e-005	0.000345293	0.00036329	0.000354821	-162.588	20.8305	3.3511	1.09065	0.337585	0.337585	0.324829
6.215	0.000268563	-0.003388	0.00311944	0.00034143	0.000325296	0.000342925	-162.888	21.8364	3.5135	1.09065	0.338099	0.338099	0.323801
6.214	-1.59259e-007	0.00255448	-0.00255432	0.00030108	0.000317516	0.000289483	-163.898	24.2156	3.89695	1.09065	0.338093	0.338093	0.323813
6.213	0.0030602	-0.0037354	0.0006752	0.000365324	0.000306857	0.000314456	-163.502	24.35	3.9192	1.09064	0.337962	0.337962	0.324075
6.212	0.0056182	-0.000772863	-0.00484534	0.000335611	0.000343407	0.000337981	-166.39	22.8776	3.68281	1.09064	0.337796	0.337796	0.324408
6.211	0.000436248	-0.000192996	-0.000243252	0.00034426	0.000358622	0.000353517	-163.004	24.6758	3.97292	1.09063	0.337998	0.337998	0.324003
6.21	-0.000308219	0.00170397	-0.00139575	0.000346986	0.000315678	0.000317649	-168.816	22.6139	3.64153	1.09063	0.338253	0.338253	0.323494
6.209	6.03481e-005	-0.00112492	0.00106457	0.000308821	0.000330388	0.000333303	-166.319	22.7706	3.66735	1.09062	0.337562	0.337562	0.324876
6.208	-0.00176959	0.00124113	0.000528463	0.000333348	0.0002991	0.000313271	-163.812	19.8199	3.19264	1.09062	0.338354	0.338354	0.323293
6.207	0.00153403	-0.000597385	-0.000936644	0.000326161	0.000319579	0.000323294	-163.276	24.8234	3.99925	1.09062	0.33806	0.33806	0.323879
6.206	0.0065608	-0.00499925	-0.00156155	0.000351149	0.000319967	0.000314238	-163.91	23.943	3.85803	1.09061	0.338135	0.338135	0.323729
6.205	0.00156161	-0.00175199	0.000190378	0.000310065	0.000337709	0.000341413	-165.116	24.0629	3.87798	1.09061	0.338337	0.338337	0.323327
6.204	0.00148852	-0.00450228	0.00301376	0.000318379	0.000330346	0.000314458	-163.787	24.3292	3.92153	1.0906	0.337866	0.337866	0.324268
6.203	-0.000655011	-0.00190356	0.00255857	0.000327344	0.000316139	0.000311423	-164.291	24.1193	3.88833	1.0906	0.338227	0.338227	0.323547
6.202	0.00274562	-0.00149577	-0.00124985	0.000358805	0.00032351	0.000337438	-161.986	21.3565	3.44349	1.09059	0.337842	0.337842	0.324317
6.201	0.00290703	-0.00517537	0.00226833	0.000316662	0.00032004	0.000326077	-163.636	21.8292	3.52027	1.09059	0.338482	0.338482	0.323036
6.2	-0.00044163	-0.00233297	0.0027746	0.000342635	0.000303172	0.000329458	-160.766	22.3672	3.60761	1.09059	0.338368	0.338368	0.323265
6.199	0.00278084	-0.000383619	-0.00239723	0.000284758	0.000336134	0.000333504	-163.152	24.562	3.96225	1.09058	0.338406	0.338406	0.323187
6.198	0.000458522	-0.0016669	0.00120838	0.000351995	0.000334848	0.00034885	-165.018	20.7077	3.34103	1.09058	0.33759	0.33759	0.324819
6.197	0.00167471	-0.00339216	0.00171745	0.000355963	0.000314531	0.000347056	-163.643	21.9714	3.54548	1.09057	0.338139	0.338139	0.323722
6.196	0.000396756	0.00139282	-0.00178958	0.000341374	0.000317239	0.000331287	-162.834	21.8181	3.52132	1.09057	0.33852	0.33852	0.322961
6.195	-0.00434845	0.00275373	0.00159472	0.000343759	0.000345575	0.000367948	-166.706	23.296	3.76046	1.09057	0.33831	0.33831	0.323381
6.194	0.00180117	-0.00359807	0.00179689	0.000334989	0.000361971	0.000386507	-163.961	22.8439	3.68807	1.09056	0.337838	0.337838	0.324324
6.193	-0.00116562	0.00118953	-2.39111e-005	0.000351501	0.00032092	0.000305323	-166.971	22.4184	3.61996	1.09056	0.337796	0.337796	0.324409
6.192	0.00102765	-0.00394498	0.00291733	0.00035279	0.000314108	0.000332064	-161.541	22.1086	3.57051	1.09055	0.338335	0.338335	0.323331
6.191	-0.0047646	0.00501667	-0.000252074	0.000308528	0.000321831	0.000347676	-161.384	21.2351	3.42999	1.09055	0.337887	0.337887	0.324225
6.19	0.00274592	-0.00188003	-0.000865885	0.00034305	0.000330542	0.000341746	-163.511	24.2539	3.91823	1.09055	0.337827	0.337827	0.324346
6.189	-0.00217413	0.002329	-0.000154867	0.000329748	0.000322924	0.000319546	-164.076	24.1618	3.90399	1.09054	0.338613	0.338613	0.322774
6.188	-0.000911963	0.00285674	-0.00194477	0.000333395	0.000316489	0.000329624	-161.347	22.383	3.61716	1.09054	0.337904	0.337904	0.324192
6.187	0.00127172	-0.000279726	-0.000991996	0.000316982	0.000331572	0.000352775	-164.121	20.8627	3.37202	1.09053	0.338154	0.338154	0.323693
6.186	-0.0045316	-0.00113871	0.00567031	0.000324257	0.000339482	0.000318052	-166.871	22.0911	3.57114	1.09053	0.337914	0.337914	0.324173
6.185	-0.00287571	0.00356996	-0.000694244	0.000331862	0.000332326	0.000321113	-161.116	20.5007	3.31458	1.09053	0.338095	0.338095	0.323811
6.184	-0.00125481	0.00217114	-0.000916326	0.000339064	0.000354253	0.000348545	-168.048	24.2875	3.92747	1.09052	0.338098	0.338098	0.323804
6.183	0.00276688	0.00125443	-0.00402131	0.000342738	0.000352259	0.000276904	-163.564	24.9667	4.03796	1.09052	0.338429	0.338429	0.323141
6.182	0.00119203	-0.00252816	0.00133613	0.000338477	0.000326345	0.00035332	-162.38	21.0199	3.40017	1.09051	0.33804	0.33804	0.32392
6.181	8.26667e-005	-0.000775137	0.00069247	0.000308325	0.000322555	0.000324165	-163.094	22.6842	3.66998	1.09051	0.33824	0.33824	0.32352
6.18	-0.0015508	0.00176216	-0.000211356	0.000334392	0.000344782	0.000311973	-167.648	22.6062	3.65796	1.09051	0.338088	0.338088	0.323823
6.179	-0.00134547	-0.00205142	0.00339689	0.000316428	0.00032403	0.000325013	-166.082	21.5965	3.49515	1.0905	0.337953	0.337953	0.324093
6.178	0.00041677	-0.00312394	0.00270717	0.000288375	0.000312159	0.000292062	-164.354	22.3614	3.61953	1.0905	0.338866	0.338866	0.322268
6.177	0.00226729	2.32185e-005	-0.00229051	0.000313437	0.000341722	0.000334541	-162.243	21.5769	3.4931	1.09049	0.337865	0.337865	0.32427
6.176	0.00102124	0.00203066	-0.00305191	0.000321285	0.000336089	0.000330012	-162.554	24.519	3.97005	1.09049	0.338059	0.338059	0.323882
6.175	0.00411036	0.00155818	-0.00566854	0.000336747	0.000332983	0.00033113	-164.596	23.272	3.76874	1.09049	0.338299	0.338299	0.323403
6.174	-0.000987607	-0.000557404	0.00154501	0.000310886	0.000306402	0.00032425	-162.572	21.293	3.44881	1.09048	0.338373	0.338373	0.323253
6.173	-0.00199724	0.00154351	0.00045373	0.000330592	0.000316188	0.000322841	-165.651	25.2144	4.08462	1.09048	0.338354	0.338354	0.323291
6.172	-0.00012133	0.00123506	-0.00111373	0.000330578	0.000337696	0.000356271	-167.358	21.773	3.52771	1.09047	0.337736	0.337736	0.324527
6.171	0.00254961	-0.00468314	0.00213353	0.000344319	0.000333034	0.000355376	-164.102	23.3611	3.78562	1.09047	0.338057	0.338057	0.323886
6.17	-0.000569896	0.00357003	-0.00300014	0.000330042	0.000335669	0.000315542	-160.636	22.1518	3.59025	1.09047	0.338525	0.338525	0.32295
6.169	0.000209881	0.0021396	-0.00234949	0.000329909	0.000331946	0.000320988	-165.478	21.5398	3.49161	1.09046	0.338603	0.338603	0.322793
6.168	0.00294701	-0.000945863	-0.00200115	0.000350008	0.000319987	0.000327447	-164.011	24.676	4.00064	1.09046	0.338412	0.338412	0.323176
6.167	-0.00166834	-0.00154239	0.00321072	0.000365659	0.000337225	0.000355728	-164.124	22.3276	3.62049	1.09045	0.338512	0.338512	0.322976
6.166	-0.00212811	0.000886867	0.00124124	0.000352292	0.000349081	0.000326424	-162.624	23.3168	3.78152	1.09045	0.338237	0.338237	0.323526
6.165	0.00159493	-0.000823878	-0.000771052	0.000337633	0.000364032	0.000340646	-169.004	21.4949	3.4866	1.09044	0.33838	0.33838	0.32324
6.164	0.000898904	-0.00339565	0.00249674	0.000291869	0.000325371	0.000315441	-165.027	21.8647	3.54717	1.09044	0.337671	0.337671	0.324657
6.163	-0.00423477	0.00435786	-0.000123081	0.000310765	0.000292011	0.00032433	-160.844	22.0455	3.57707	1.09044	0.33727	0.33727	0.32546
6.162	-0.00039987	0.00596712	-0.00556725	0.000317539	0.000300324	0.000300057	-166.72	21.0558	3.41704	1.09043	0.338026	0.338026	0.323948
6.161	-0.00363771	0.0026778	0.000959907	0.000305297	0.000308089	0.000318527	-163.585	23.3684	3.79295	1.09043	0.337857	0.337857	0.324287
6.16	0.00361672	0.00163848	-0.0052552	0.000322456	0.000350485	0.000316754	-167.274	19.7871	3.21219	1.09042	0.338036	0.338036	0.323928
6.159	0.00166071	-0.00153771	-0.000123	0.0003226	0.000333421	0.000350962	-162.392	23.7095	3.84956	1.09042	0.33808	0.33808	0.32384
6.158	-0.00188659	0.00113536	0.000751233	0.000314161	0.000349441	0.000336128	-163.677	23.5736	3.82813	1.09042	0.338424	0.338424	0.323151
6.157	0.00341753	-0.00399559	0.000578063	0.000310014	0.000335066	0.000319181	-165.993	22.735	3.69254	1.09041	0.33816	0.33816	0.323681
6.156	-0.00457223	0.0010761	0.00349613	0.000314387	0.000334976	0.000370762	-165.039	22.3048	3.62327	1.09041	0.337802	0.337802	0.324396
6.155	-0.00558771	0.00361204	0.00197567	0.000329596	0.000347807	0.00032245	-160.5	22.9048	3.72132	1.0904	0.338279	0.338279	0.323442
6.154	0.000578107	-0.00191752	0.00133941	0.000316071	0.000343797	0.000320117	-165.463	21.342	3.46799	1.0904	0.338262	0.338262	0.323477
6.153	-0.00387864	0.00382335	5.52889e-005	0.000336796	0.000357277	0.000359359	-167.528	22.7791	3.70211	1.0904	0.338104	0.338104	0.323792
6.152	-0.00354373	-0.00135369	0.00489742	0.000351415	0.000320571	0.000342507	-164.297	20.6356	3.35429	1.09039	0.338336	0.338336	0.323328
6.151	0.00295783	-0.00470159	0.00174376	0.000352971	0.000338448	0.000368731	-165.11	22.8578	3.7161	1.09039	0.338019	0.338019	0.323962
6.15	-0.0045656	0.00189178	0.00267382	0.000322487	0.000316997	0.00031548	-160.661	21.1938	3.44615	1.09038	0.338123	0.338123	0.323754
6.149	0.00277663	-0.00171441	-0.00106222	0.000334936	0.000359869	0.00034006	-168.528	24.7184	4.0199	1.09038	0.337923	0.337923	0.324154
6.148	6.75074e-005	0.00136409	-0.0014316	0.000322686	0.000370432	0.00032963	-167.118	22.3743	3.63928	1.09038	0.337777	0.337777	0.324446
