Temperature	Magnetism_One	Magntism_Two	Susceptibility_One	Susceptibility_Two	Energy	Heat_Capacity	Heat_Capacity_Over_Temp	Entropy	Prob_S3	Prob_S2	Prob_S1	Prob_S0	Prob_S-1	Prob_S-2	Prob_S-3	
0.7	1.99979	1.99979	5.98003e-007	5.98003e-007	-7198.6	38.9235	55.605	727.034	0	0.499896	0.000103901	0	0.000103901	0.499896	0
0.71	1.99977	1.99977	6.43161e-007	6.43161e-007	-7198.45	41.2732	58.1313	727.035	0	0.499885	0.000114556	0	0.000114556	0.499885	0
0.72	1.99981	1.99981	5.36407e-007	5.36407e-007	-7198.72	33.9445	47.1452	727.035	0	0.499905	9.50247e-005	0	9.50247e-005	0.499905	0
0.73	2	2	0	0	-7200	0	0	727.036	0	0.5	0	0	0	0.5	0
0.74	1.99958	1.99958	1.27428e-006	1.27428e-006	-7197.17	78.4587	106.025	727.036	0	0.499791	0.000209494	0	0.000209494	0.499791	0
0.75	1.99937	1.99937	1.34027e-006	1.34027e-006	-7195.73	81.422	108.563	727.037	0	0.499684	0.000316099	0	0.000316099	0.499684	0
0.76	1.99975	1.99975	6.56463e-007	6.56463e-007	-7198.29	39.3554	51.7834	727.038	0	0.499873	0.000126704	0	0.000126704	0.499873	0
0.77	1.9998	1.9998	5.34522e-007	5.34522e-007	-7198.62	31.6289	41.0764	727.039	0	0.499898	0.000101963	0	0.000101963	0.499898	0
0.78	1.99968	1.99968	7.72313e-007	7.72313e-007	-7197.87	45.1136	57.8379	727.039	0	0.499842	0.000158012	0	0.000158012	0.499842	0
0.79	1.99978	1.99978	5.55519e-007	5.55519e-007	-7198.52	32.039	40.5557	727.04	0	0.49989	0.000109543	0	0.000109543	0.49989	0
0.8	1.99985	1.99985	3.89015e-007	3.89015e-007	-7198.99	22.1557	27.6946	727.04	0	0.499925	7.50988e-005	0	7.50988e-005	0.499925	0
0.81	1.99975	1.99975	8.15637e-007	8.15637e-007	-7198.28	45.8796	56.6415	727.041	0	0.499873	0.000127407	0	0.000127407	0.499873	0
0.82	1.99976	1.99976	5.86761e-007	5.86761e-007	-7198.36	32.6028	39.7595	727.041	0	0.499878	0.000121556	0	0.000121556	0.499878	0
0.83	1.99894	1.99894	2.1069e-006	2.1069e-006	-7192.83	115.658	139.347	727.042	0	0.499469	0.000531173	0	0.000531173	0.499469	0
0.84	1.99995	1.99995	1.40877e-007	1.40877e-007	-7199.63	7.64131	9.0968	727.043	0	0.499973	2.72963e-005	0	2.72963e-005	0.499973	0
0.85	1.99989	1.99989	2.80024e-007	2.80024e-007	-7199.24	15.0102	17.659	727.043	0	0.499944	5.64198e-005	0	5.64198e-005	0.499944	0
0.86	1.99987	1.99987	3.22567e-007	3.22567e-007	-7199.1	17.0895	19.8715	727.044	0	0.499934	6.63827e-005	0	6.63827e-005	0.499934	0
0.87	1.9998	1.9998	4.60945e-007	4.60945e-007	-7198.66	24.14	27.7471	727.044	0	0.499901	9.90617e-005	0	9.90617e-005	0.499901	0
0.88	1.99958	1.99958	9.17068e-007	9.17068e-007	-7197.14	47.4817	53.9565	727.044	0	0.499788	0.000211568	0	0.000211568	0.499788	0
0.89	1.99974	1.99974	5.65423e-007	5.65423e-007	-7198.27	28.9461	32.5238	727.045	0	0.499872	0.000127963	0	0.000127963	0.499872	0
0.9	1.99984	1.99984	3.7708e-007	3.7708e-007	-7198.89	19.0897	21.2107	727.045	0	0.499918	8.24815e-005	0	8.24815e-005	0.499918	0
0.91	1.9995	1.9995	1.00863e-006	1.00863e-006	-7196.62	50.5008	55.4954	727.045	0	0.49975	0.000250407	0	0.000250407	0.49975	0
0.92	1.99953	1.99953	1.42097e-006	1.42097e-006	-7196.81	70.3729	76.4923	727.046	0	0.499764	0.000235951	0	0.000235951	0.499764	0
0.93	1.9998	1.9998	4.35853e-007	4.35853e-007	-7198.65	21.3533	22.9606	727.047	0	0.4999	0.000100247	0	0.000100247	0.4999	0
0.94	2	2	9.03207e-009	9.03207e-009	-7199.97	0.437792	0.465736	727.047	0	0.499998	1.91358e-006	0	1.91358e-006	0.499998	0
0.95	1.9998	1.9998	4.32962e-007	4.32962e-007	-7198.62	20.7651	21.858	727.047	0	0.499898	0.000101889	0	0.000101889	0.499898	0
0.96	2	2	0	0	-7200	0	0	727.047	0	0.5	0	0	0	0.5	0
0.97	2	2	0	0	-7200	0	0	727.047	0	0.5	0	0	0	0.5	0
0.98	1.99924	1.99924	1.93169e-006	1.93169e-006	-7194.9	89.8086	91.6414	727.047	0	0.499622	0.000377889	0	0.000377889	0.499622	0
0.99	1.99959	1.99959	7.46942e-007	7.46942e-007	-7197.25	34.3763	34.7236	727.048	0	0.499796	0.000203741	0	0.000203741	0.499796	0
1	1.99979	1.99979	4.17128e-007	4.17128e-007	-7198.6	19.0054	19.0054	727.049	0	0.499897	0.000103494	0	0.000103494	0.499897	0
1.01	1.99982	1.99982	3.68234e-007	3.68234e-007	-7198.77	16.6116	16.4471	727.049	0	0.499909	9.11605e-005	0	9.11605e-005	0.499909	0
1.02	1.99975	1.99975	4.89461e-007	4.89461e-007	-7198.29	21.8638	21.4351	727.049	0	0.499873	0.000126802	0	0.000126802	0.499873	0
1.03	1.99971	1.99971	6.60454e-007	6.60454e-007	-7198.07	28.5601	27.7282	727.049	0	0.499856	0.000143593	0	0.000143593	0.499856	0
1.04	1.99987	1.99987	2.57003e-007	2.57003e-007	-7199.14	11.2593	10.8263	727.05	0	0.499936	6.38025e-005	0	6.38025e-005	0.499936	0
1.05	1.99958	1.99958	7.27237e-007	7.27237e-007	-7197.13	31.5569	30.0542	727.05	0	0.499788	0.00021242	0	0.00021242	0.499788	0
1.06	1.99984	1.99984	3.66933e-007	3.66933e-007	-7198.94	15.7721	14.8793	727.05	0	0.499921	7.88642e-005	0	7.88642e-005	0.499921	0
1.07	1.99983	1.99983	3.29049e-007	3.29049e-007	-7198.84	14.0115	13.0948	727.05	0	0.499914	8.58519e-005	0	8.58519e-005	0.499914	0
1.08	1.99992	1.99992	1.50983e-007	1.50983e-007	-7199.49	6.3696	5.89778	727.05	0	0.499962	3.79877e-005	0	3.79877e-005	0.499962	0
1.09	1.9998	1.9998	3.81317e-007	3.81317e-007	-7198.66	15.9393	14.6232	727.051	0	0.499901	9.9037e-005	0	9.9037e-005	0.499901	0
1.1	1.99909	1.99909	1.17098e-006	1.17098e-006	-7193.85	48.5024	44.0931	727.051	0	0.499544	0.000455568	0	0.000455568	0.499544	0
1.11	1.99974	1.99974	4.63135e-007	4.63135e-007	-7198.23	19.0105	17.1266	727.051	0	0.499869	0.000131148	0	0.000131148	0.499869	0
1.12	1.99985	1.99985	2.69841e-007	2.69841e-007	-7199.02	10.9774	9.80123	727.051	0	0.499927	7.27654e-005	0	7.27654e-005	0.499927	0
1.13	1.99987	1.99987	2.33781e-007	2.33781e-007	-7199.15	9.42624	8.34181	727.051	0	0.499937	6.30123e-005	0	6.30123e-005	0.499937	0
1.14	1.99984	1.99984	2.844e-007	2.844e-007	-7198.94	11.3667	9.97075	727.052	0	0.499922	7.84938e-005	0	7.84938e-005	0.499922	0
1.15	1.99991	1.99991	1.66387e-007	1.66387e-007	-7199.39	6.59219	5.73234	727.052	0	0.499955	4.48642e-005	0	4.48642e-005	0.499955	0
1.16	1.99999	1.99999	2.85184e-008	2.85184e-008	-7199.9	1.12014	0.965641	727.052	0	0.499993	7.49383e-006	0	7.49383e-006	0.499993	0
1.17	1.99985	1.99985	2.60549e-007	2.60549e-007	-7199.01	10.1464	8.67215	727.052	0	0.499927	7.34444e-005	0	7.34444e-005	0.499927	0
1.18	1.99931	1.99931	8.96154e-007	8.96154e-007	-7195.34	34.6026	29.3242	727.052	0	0.499655	0.000345136	0	0.000345136	0.499655	0
1.19	1.99981	1.99981	3.2989e-007	3.2989e-007	-7198.69	12.6308	10.6141	727.052	0	0.499903	9.67531e-005	0	9.67531e-005	0.499903	0
1.2	1.99979	1.99979	3.54733e-007	3.54733e-007	-7198.57	13.4687	11.2239	727.052	0	0.499894	0.000105864	0	0.000105864	0.499894	0
1.21	1.99944	1.99944	7.93532e-007	7.93532e-007	-7196.19	29.8806	24.6947	727.052	0	0.499718	0.000281914	0	0.000281914	0.499718	0
1.22	1.9998	1.9998	3.26561e-007	3.26561e-007	-7198.67	12.1958	9.9966	727.053	0	0.499902	9.83457e-005	0	9.83457e-005	0.499902	0
1.23	1.99993	1.99993	1.14903e-007	1.14903e-007	-7199.56	4.25629	3.4604	727.053	0	0.499967	3.27654e-005	0	3.27654e-005	0.499967	0
1.24	1.99984	1.99984	2.72443e-007	2.72443e-007	-7198.89	10.0106	8.07308	727.053	0	0.499918	8.20741e-005	0	8.20741e-005	0.499918	0
1.25	1.9992	1.9992	1.26094e-006	1.26094e-006	-7194.61	45.9613	36.769	727.053	0	0.499601	0.000399025	0	0.000399025	0.499601	0
1.26	1.99953	1.99953	6.52022e-007	6.52022e-007	-7196.84	23.5776	18.7124	727.053	0	0.499766	0.000234222	0	0.000234222	0.499766	0
1.27	1.9996	1.9996	6.79053e-007	6.79053e-007	-7197.28	24.3618	19.1825	727.054	0	0.499799	0.000201222	0	0.000201222	0.499799	0
1.28	1.99965	1.99965	6.52798e-007	6.52798e-007	-7197.65	23.2368	18.1538	727.054	0	0.499826	0.000174173	0	0.000174173	0.499826	0
1.29	1.99991	1.99991	1.54535e-007	1.54535e-007	-7199.37	5.45812	4.2311	727.054	0	0.499953	4.68272e-005	0	4.68272e-005	0.499953	0
1.3	1.99967	1.99967	4.75454e-007	4.75454e-007	-7197.8	16.6638	12.8183	727.054	0	0.499837	0.000162975	0	0.000162975	0.499837	0
1.31	1.99962	1.99962	6.56213e-007	6.56213e-007	-7197.41	22.8235	17.4225	727.054	0	0.499808	0.000191667	0	0.000191667	0.499808	0
1.32	1.99999	1.99999	9.90835e-009	9.90835e-009	-7199.96	0.342007	0.259096	727.054	0	0.499997	2.95062e-006	0	2.95062e-006	0.499997	0
1.33	1.99929	1.99929	8.04731e-007	8.04731e-007	-7195.24	27.5681	20.7279	727.054	0	0.499647	0.000352901	0	0.000352901	0.499647	0
1.34	1.99969	1.99969	4.45091e-007	4.45091e-007	-7197.89	15.134	11.294	727.055	0	0.499844	0.000156136	0	0.000156136	0.499844	0
1.35	1.99979	1.99979	3.12747e-007	3.12747e-007	-7198.58	10.5553	7.81872	727.055	0	0.499895	0.000104901	0	0.000104901	0.499895	0
1.36	1.99999	1.99999	2.30503e-008	2.30503e-008	-7199.9	0.77223	0.567816	727.055	0	0.499993	7.09877e-006	0	7.09877e-006	0.499993	0
1.37	1.99972	1.99972	3.99076e-007	3.99076e-007	-7198.1	13.2722	9.68771	727.055	0	0.499859	0.000140877	0	0.000140877	0.499859	0
1.38	1.99983	1.99983	2.94853e-007	2.94853e-007	-7198.83	9.73494	7.0543	727.055	0	0.499913	8.65679e-005	0	8.65679e-005	0.499913	0
1.39	1.99955	1.99955	6.33391e-007	6.33391e-007	-7196.95	20.7618	14.9366	727.055	0	0.499774	0.000225605	0	0.000225605	0.499774	0
1.4	1.99989	1.99989	1.67549e-007	1.67549e-007	-7199.25	5.45281	3.89486	727.055	0	0.499944	5.55556e-005	0	5.55556e-005	0.499944	0
1.41	1.99949	1.99949	1.00574e-006	1.00574e-006	-7196.59	32.4993	23.0492	727.055	0	0.499747	0.000252728	0	0.000252728	0.499747	0
1.42	1.99992	1.99992	1.17206e-007	1.17206e-007	-7199.48	3.76071	2.64839	727.055	0	0.499961	3.88025e-005	0	3.88025e-005	0.499961	0
1.43	1.9999	1.9999	1.54956e-007	1.54956e-007	-7199.29	4.93721	3.45259	727.055	0	0.499948	5.2321e-005	0	5.2321e-005	0.499948	0
1.44	1.99941	1.99941	6.71801e-007	6.71801e-007	-7195.99	21.2562	14.7613	727.056	0	0.499703	0.000297111	0	0.000297111	0.499703	0
1.45	1.99956	1.99956	7.11657e-007	7.11657e-007	-7197.05	22.362	15.4221	727.056	0	0.499782	0.000218222	0	0.000218222	0.499782	0
1.46	1.99944	1.99944	6.35772e-007	6.35772e-007	-7196.24	19.8406	13.5895	727.056	0	0.499721	0.000278815	0	0.000278815	0.499721	0
1.47	1.9999	1.9999	1.54006e-007	1.54006e-007	-7199.34	4.7734	3.24721	727.056	0	0.499951	4.88642e-005	0	4.88642e-005	0.499951	0
1.48	1.99988	1.99988	1.76027e-007	1.76027e-007	-7199.16	5.41909	3.66155	727.056	0	0.499938	6.20864e-005	0	6.20864e-005	0.499938	0
1.49	1.99924	1.99924	9.1579e-007	9.1579e-007	-7194.87	28.0038	18.7945	727.056	0	0.49962	0.000380284	0	0.000380284	0.49962	0
1.5	1.99983	1.99983	2.26558e-007	2.26558e-007	-7198.88	6.88173	4.58782	727.056	0	0.499917	8.26049e-005	0	8.26049e-005	0.499917	0
1.51	1.99955	1.99955	7.50697e-007	7.50697e-007	-7197	22.6514	15.0009	727.056	0	0.499777	0.000222531	0	0.000222531	0.499777	0
1.52	1.9995	1.9995	5.70435e-007	5.70435e-007	-7196.59	17.099	11.2493	727.056	0	0.499748	0.000252444	0	0.000252444	0.499748	0
1.53	1.9997	1.9997	5.23299e-007	5.23299e-007	-7197.97	15.5835	10.1853	727.057	0	0.49985	0.000150136	0	0.000150136	0.49985	0
1.54	1.99907	1.99907	7.95733e-007	7.95733e-007	-7193.74	23.5426	15.2874	727.057	0	0.499537	0.000463444	0	0.000463444	0.499537	0
1.55	1.99944	1.99944	1.12046e-006	1.12046e-006	-7196.2	32.936	21.2491	727.057	0	0.499719	0.00028142	0	0.00028142	0.499719	0
1.56	1.99929	1.99929	1.01894e-006	1.01894e-006	-7195.22	29.76	19.0769	727.057	0	0.499646	0.000353765	0	0.000353765	0.499646	0
1.57	1.9997	1.9997	3.87859e-007	3.87859e-007	-7197.95	11.2401	7.1593	727.057	0	0.499848	0.000151765	0	0.000151765	0.499848	0
1.58	1.99823	1.99823	1.70476e-006	1.70476e-006	-7188.04	49.1603	31.1141	727.057	0	0.499114	0.00088584	0	0.00088584	0.499114	0
1.59	1.99961	1.99961	4.5332e-007	4.5332e-007	-7197.34	12.9902	8.16994	727.058	0	0.499803	0.00019716	0	0.00019716	0.499803	0
1.6	1.99899	1.99899	9.53755e-007	9.53755e-007	-7193.19	27.1597	16.9748	727.058	0	0.499496	0.000504173	0	0.000504173	0.499496	0
1.61	1.99957	1.99957	4.80676e-007	4.80676e-007	-7197.13	13.603	8.44908	727.058	0	0.499787	0.000212531	0	0.000212531	0.499787	0
1.62	1.99816	1.99816	1.81586e-006	1.81586e-006	-7187.51	51.8105	31.9818	727.058	0	0.499082	0.000917568	0	0.000917568	0.499082	0
1.63	1.99699	1.99699	1.49436e-006	1.49436e-006	-7178.69	41.7712	25.6265	727.059	0	0.498496	0.00150407	0	0.00150407	0.498496	0
1.64	1.99716	1.99716	6.48458e-007	6.48458e-007	-7179.84	18.0155	10.985	727.059	0	0.49858	0.00141959	0	0.00141959	0.49858	0
1.65	1.99738	1.99738	5.32726e-007	5.32726e-007	-7181.29	14.7105	8.91546	727.059	0	0.498688	0.00131153	0	0.00131153	0.498688	0
1.66	1.99677	1.99677	1.29524e-006	1.29524e-006	-7177.19	35.5508	21.4162	727.059	0	0.498385	0.00161528	0	0.00161528	0.498385	0
1.67	1.9953	1.9953	2.22642e-006	2.22642e-006	-7167.31	60.2594	36.0834	727.059	0	0.497651	0.00234941	0	0.00234941	0.497651	0
1.68	1.99664	1.99664	1.39204e-006	1.39204e-006	-7176.32	37.7527	22.4719	727.06	0	0.49832	0.00167985	0	0.00167985	0.49832	0
1.69	1.99728	1.99728	7.12118e-007	7.12118e-007	-7180.62	19.1988	11.3602	727.06	0	0.498639	0.00136142	0	0.00136142	0.498639	0
1.7	1.99453	1.99453	2.50602e-006	2.50602e-006	-7161.57	66.6764	39.2214	727.06	0	0.497267	0.00273252	0	0.00273252	0.497267	0
1.71	1.99435	1.99435	1.69117e-006	1.69117e-006	-7159.86	44.8159	26.2081	727.06	0	0.497173	0.00282678	0	0.00282678	0.497173	0
1.72	1.99437	1.99437	1.35155e-006	1.35155e-006	-7160.05	35.4354	20.602	727.061	0	0.497185	0.00281462	5.50617e-006	0.0028036	0.497191	0
1.73	1.99332	1.99332	2.65004e-006	2.65004e-006	-7152.91	69.7934	40.343	727.061	0	0.49666	0.00333984	0	0.00333984	0.49666	0
1.74	1.99414	1.99414	3.21008e-006	3.21008e-006	-7158.44	84.0569	48.3086	727.061	0	0.49707	0.00293011	0	0.00293011	0.49707	0
1.75	1.99383	1.99383	1.8329e-006	1.8329e-006	-7156.38	47.7208	27.269	727.062	0	0.496917	0.00308328	0	0.00308328	0.496917	0
1.76	1.994	1.994	1.5028e-006	1.5028e-006	-7157.55	37.9782	21.5785	727.062	0	0.496999	0.0030013	7.7037e-006	0.00298589	0.497006	0
1.77	1.99312	1.99312	2.71847e-006	2.71847e-006	-7151.53	69.9774	39.5353	727.063	0	0.496558	0.0034424	0	0.0034424	0.496558	0
